,text
2711,jangan jangan brorja dari kubu oerintah sehingga rakyat kena gocek
2712,bro lu muncul dari awalnya ungkap kebocoran data dan lu jual tibatiba sekarang jadi peduli dengan politik indonesia damn to much stop it bentar lagi bakal kebongkar siapa sosok dibalik akun bjorka
2713,gak usah heran banyak orang tua yg gak megang medsos apalagi twitter jadi pada milih puan apalagi jateng
2714,sini sinii sung proses promo youtube prem famplan bulan k bulan k indplan bulan k bulan k mixplan bulan k bulan k bulan k payment ovo dana shopeepay gopay qris dm or whatsapp
2715,itu udah di kasi tau rokoknya gudang garam signature kopinya kapal api signature
2716,merinding sih pas baca bagian bekas korban politik mereka yang disingkirkan oleh negaranya
2717,bukan karena langgar uu ite tapi karena takut bakal kebongkar semua busuknya pemerintahan
2718,ini serius erick thohir cuma sma lah yang banyak potonya tuh yang bareng sandi uno sama mlutfi ex menteri perdagangan gimana dong
2719,goblok makanya ikutin dari awal dia bahas denny karena ada reques dari orang
2720,jd mumpung gak bayar lo embat semua kegoblokannya kwkwkwkwkwk goblok goblok
2721,ini mh udh tau ni si muchdi udh dibebasin sama ma malah si heker cuma spill identitas dia doang si dalang nya masih blom jelas ayo bongkar dalang nya kalo bisa jangan cuman bisa bongkar identitas
2722,nomor lama kali nomor lama gua juga dah dipake orang
2723,di tahun yang sama data denny siregar bocor lewat telkomsel polisi bisa menangkap cepat pelaku tetapi lamban menangani kasus teror baik siber maupun ancaman pembunuhan terhadap cls fh ugm coba mungkin bisa lebih cepat untuk membantu memecahkan kasus ini
2724,aku bakalan percaya kalau bjorka ini tau apakah dia beneran cinta sama aku lagian rahasia negara semua juga udah tau gausah diungkap
2725,tahun pemerintah indonesia tidak mampu memberi jalan terang utk kasus pembunuhan munir sementara seorang anonim hanya membutuhkan waktu beberapa hari saja utk memecahkan kasusnya melalui keterangan dokumen negara let's fucking go man indonesians r with u
2726,lanjutkan saya dukung anda saya sebagai wni sdah muak dengan kelakuan para pejabat yg gak mau cari ide yg bagus taunya naikkan bbm dan sengsarakan rakyat kecil
2727,apapun motifnya kemunculan baguslah bikin istana puyengenak bener rakyat kecil di bikin puyeng gara kenaikan bbm tapi pejabat cengangas cengenges ongkang gajiangiliran ada yg nyenggol puyeng kebakaran jenggot
2728,lu tau kalau lu dan selruh rakyat lu gak ada yg bisa njir rendah banget gw yg bikin aneh banyak yg gek merasa dirndahkan ni org gak bilang goverment tapi all ur people dih salut sama yg gak tersinggung
2729,yok bisa yok bongkar biar tau kejahatan yg tertutup dibalik mereka
2730,tante w cerita sendiri kok waktu dia pulang kampung ke dia beli sertifikat vaksin ketiga karena syarat naik pesawat kan smpe speechless dengernya
2731,hei pak hello bagaimana jika berita yang disebarkan adalah fakta uu apa yang pantas untuk andakok berasa kebajaran jenggot takut amat kedoknya kebongkar
2732,ini pengalihan isu bbm dan sambo deh aneh sekaleee ada hacker yang nantangin pihak sana sini dan dibiarkan pemerintah sampe semua orang lupa sambo juga jago mainin peran intelejen
2733,lacak dia bang katanya mau bobol sistem utbk
2734,saya sih setuju banget kalo membongkar asal dana badan survey yang suka mengatasnamakan rakyat kayak ini bagaimana dengan anda
2735,kalau bjorka gak bisa bongkar data harun masiku fixed dia gak vaksin
2736,cocok nih biar kapok semua pembohong itu
2737,ini lembaga nya lagi di bongkar bobroknyaa makanyaa ber statement begituu biar ga keliatan bobroknya next madam puan dong
2738,kasus ini kayak kasus yang ada di extraordinary attorney woo ya dia sengaja ngehack sebuah ecommerce biar si founder sadar untuk memperbaiki sistem keamanan ecommercenya cuma back storynya lebih dramatis '
2739,jangan rang indo dia nih
2740,demen ni gwbongkar semua kebusukan pejabat korup bro
2741,lanjutkanbuka semua datanyakarena saya yakinbanyak data yang dimanipulasi untuk kepentingan politik dan oligarki
2742,banyaknya peristiwa pada tahun di negeri ini dan semuanya viral semuanya muncul bergantian seolah tambal sulam di baju robek dan masih banyak lagi coba cek
2743,upaya polri dan timsus pemburu hacker bjorka yang akan menggandeng lembaga luar negeri mendapat kritik dari anggota komisi iii dpr ri benny k harman
2744,polri tak berhenti memburu peretas atau hacker bjorka bahkan polisi membuka peluang menggaet pihak luar negeri untuk ikut bergabung melakukan perburuan
2745,hacker yang pernah meretas nasa ungkap siapa hacker bjorka putra aji adhari seorang hacker tanah air yang pernah meretas situs nasa memprediksi bahwa sosok dibalik hacker bjorka adalah
2746,putra aji adhari ungkap perbedaan antara hacker dengan cracker bjorka masuk pada kategori yang mana
2747,bjorka rupanya cukup cerdik menutupi jejak digitalnya hacker yang diduga berasal dari luar negeri itu memanfaatkan jasa orang lain untuk menghindari pantauan polisi
2748,muhammad agung hidayatullah pemuda madiun menjadi tersangka yang menjadi salah satu bagian dari hacker bjorka
2749,anaknya jadi tersangka terkait hacker bjorka ayah mah maafin agung kalau salah ketik
2750,mahfud md klaim tak ada data penting yang bocor hacker bjorka tunggu saja waktunya
2751,katanya dia hengker kelas rendah tapi kok masih salah tangkap awowkwkwk biar keliatan kerja ya
2752,bersyukurnya ibu remaja yang dituduh sebagai bjorka ngaku sempat sedih saat anak diperiksa polisi baca selengkapnya
2753,motif yang membocorkan dokumen presiden joko widodo yang diklaim rahasia dan data para pejabat akhirnya terungkap
2754,saya menjual kaos distro hacker bjorka kaos keren kaos distro anonim seharga rp rp dapatkan produk ini hanya di shopee
2755,detikjatim mah yang merupakan warga warga desa banjarsari kulon kecamatan dagangan mah diamankan sekitar pukul wib rabu waduh apakah salah tangkap kalian ada di pihak mana nih tementemen
2756,soal hacker bjorka jubir partai garuda hacker itu menyampaikan data curian bukan malah membuat isu tanpa data
2757,pemuda asal cirebon yang dianggap hacker bjorka buka suara tegas membantah kalau dirinya bukan hacker hanya video editor biasa
2758,bjorka diduga kuat orang asli indonesia forum keamanan siber ungkap data miliar yang bocor dibeli dari orang lain
2759,badan intelijen negara bin dan polri telah mengidentifikasi pelaku peretasan atau hacker bjorka berdasarkan penyelidikan yang telah dilakukan
2760,soal hacker bjorka menko polhukam serius tangani kasus ini mahfud md belum ada rahasia negara yang bocor
2761,pemerintah suruh hacker bjorka untuk jangan menyerang nggak masuk akal
2762,semua elit tiba tiba berpikir ketika ada serangan jika tidak ada serangan mereka sekrang masih nonton tiktok
2763,saya menjual kaos distro hacker bjorka kaos keren kaos distro anonim seharga rp rp ayo beli di shopee
2764,disebut serangan cyber klasifikasi rendah namun tidak mampu mengatasi uu ite dan ruu pdp dijadikan ujung tombak tanpa teknologi hanya akan lebih memalukan
2765,one klik big win member lain saja bisa menang masa kamu tidak ayo daftar kan diri anda di slot cashback rollinagan segera daftarkan
2766,kebrutalan bjorka bikin penasaran cek perbedaan hacker cracker dan scammer yang bikin heboh indonesia
2767,rakyat indonesia aneh segitu gampangnya dialihkan isu lain padahal kasus pembunuhan kemarin belum kelar dan sekarang menghilang bak ditelan bumi adakah hubungannya semua ini dengan munculnya bjorka
2768,teruntuk kenapa pada saat pemilu lalu anda tidak mengawal data yang diduga banyak kecurangan
2769,viral hacker bjorka bocorkan data pribadi pejabat nicho silalahi gue malah curiga itu cepu bukan hacker
2770,sebelum bjorka menyerang data penting setiap org indonesia sudah bocor duluan tanpa di hack
2771,bjorka hecker hahaha kominfo butuh proyek broo udah brapatahun tidur tanpa asupan dana dari kmarin nyari duit ancam blokar blokir sosmed hahaha pake logika
2772,apa itu artificial intelligence ai yang digunakan bjorka simak fungsi dan sistem kerjanya
2773,gegara hacker bjorka ringgo agus rahman ikut disorot warganet lantaran bikin guyonan seperti ini
2774,setelah pesulap merah bongkar kejahatan dukun sekarang ada lagi pahlawan kita menmbongkar kebusukan indonesia
2775,hacker bjorka yang mengklaim diri sebagai aktor di belakang layar peretasan informasi rahasia di kemenkominfo dan kemensetneg kembali menebar teror simak berita selengkapnya di
2776,peretas bjorka sebut muchdi purwopranjono di balik kematian munir badarudin andi picunang entah mau menutupi isu terupdate
2777,seru yaa lihat orang pada kocarkacir yuk yang aus yang aus minum dulu
2778,rocky gerung soal hacker bjorka bongkar borok pemerintah mewakili keinginan rakyat
2779,ini adalah era baru untuk menunjukkan secara berbeda tidak ada yang akan berubah jika orang bodoh masih diberi kekuatan yang sangat besar bjorka
2780,jangan hanya indonesia yang bocor terus luar negeri juga haruss i have k ssn us
2781,ini skenario dasar dlm politik sih gak jauh beda sama isu pki yg tiap mau pilpres selalu naik hacker yg motifnya krg jelas juga saya rasa sangat jarang
2782,ga usah bilng ke gt lah pak polis tar di ejek lg ma sih loh pa nya yg membantu biar dpt duit pak buat pa juga hacker di bantu or bantuan yg nm nya hacker tuh ga perlu bantuan sapa pun pak krn die cerdas sendiri nya
2783,dugaan saya ini anak bikin akun di lalu posting seolah dia bjorka karena dari keterangan ini dia jd tersangka karena postingan akun bjorkanism akun asli bjorka adalah bjorka
2784,indonesia negara yang mudah dihancurkan karna ketidak percayaan kepada pemerintah dan aku salah satunya kalian harus milih hidup dengan alur ceritanya atau hidup dengan apa yg mereka tentukan
2785,adapun peran tersangka merupakan bagian dari kelompok bjorka yang berperan sebagai penyedia channel telegram dengan nama channel bjorkanism
2786,baru cari pelakunya terus jangan asal nuduh aja kasihan bro mereka gak salah apaapa di tuduh hacker bjorka inget namanya kebocoran data itu bahaya bro
2787,adapun peran tersangka bagian dari kelompok bjorka yang berperan penyedia channel telegram bjorkanism kata kombes ade
2788,mungkin dunia sedang batuk pilek sepertinya dari mulai perang polisi bunuh polisii hacker muncul sebagai pahlawan bertopeng bagi kaum minoritas dan buat deg degan para kaum atas
2789,ecentio botol minum tumbler sport botol air botol minum ml ml hitam tumbler sports tahan bocor cangkir aluminium
2790,hecker yang nyerang data indonesia kemungkinan gak cuma bisa jadi cuma yang brani tampil terang an buat nyerang tp fokus pemerintah buat nangkep aja gak cukup kebobolan data gini gak bisa anggep remeh
2791,mentri kominfo akan dicopot gara gara ulah bjorka apa benar cek selengkap nya disini
2792,ngakak profil hacker bjorka belum terbongkar tim cyber mabes polri salah tangkap malah diciduk sosok ini
2793,dari sini nih bocornya yang kemarin ketahuan belum booster katanya saranin masayrakat biar bisa kemanamana wajib booster
2794,sering merasa bahwa hidup seperti tidak memihak adalah awal bahwa itu ideal dan manusiawi mari tentukan arah hidup bahwa memang nafas bukan hanya untuk di dunia l
2795,pesan moral kita adalah bjorka biarpun hari ini besokatau minggu depan pemerintah menangkap bjorka dia tidak akan hilang atau mati bjorka akan terus berinkernasi membongkar tangan kotor dan 'kedunguan' para pejabat yang mewakili rakyat
2796,akun yg pertama saya tau itu yg asli ke sini nya kemungkinan akun akalakalan pihak lain yg bersinggungan sudah semakin maya dunia ini
2797,maaf kata nih ygy istilah kata begini ehhh ko malah begitu kasih alasan yang rasional yakenapa itu bocah di jemput police ente kadangkadang
2798,sepertinya masih bintang kalau ada bintang lebih yang mau main main ke indonesia gimana ya tolong hacker jangan gitu dong kan lucu kalau negara kita jadi bahan cobaan
2799,blunder bjorka malah posting ledekan usai tim cyber crime polri tangkap seorang pemuda di madiun nyari saya
2800,lagi nonton film pendek yandy laurens gara wan an bagus terus nemu sepuluh meter what a coincidence lihat dp nya mirip bjorka pas denger ernest sma nirina panggil nama anak agus gw googling
2801,ulah hacker bjorka dari membocorkan data hingga buka informasi pribadi pejabat
2802,saya yang lulusan d mi saja tidak mau ikut campur urusan yg seperti
2803,leaked data ya bisa jadi datanya valid atau non valid karena setiap data harus di validasi untuk mengetahui data tersebut apakah benar valid atau tidak valid
2804,astagfirullah rakyat menjerit unjuk rasa menolak kenaikan harga bbm di depan gedung parlemen dpr merayakan ulang tahun ketua dpr ri puan maharani saat rapat paripurnadpr tidak py empati ke rakyat bagaimana memandang hal ini share yaa
2805,jika data pribadi mereka aja bisa diretas apalagi sumber berita sumber gambar twitter pasal ayat uu ite setiap orang dengan sengaja dan tanpa hak atau melawan hukum dengan cara apa pun mengubah menambah mengurangi
2806,siapa tuh si tablo berani sebut nama gak njing jangan muka loe doang kayak babi nyali loe kayak tikus gembel loe njing
2807,takut sih ketauhuah yang tolol menjabatlawong mantan maling bisa jadi caleglak gendeng ta ri
2808,mau dia bocah mau dia anak baru gede pencapaian dia ya cuma ingin diakui org tolol indo akan kemampuannya di bidang peretasan gk akan bisa menurunkan harga bbm cabai dll gk bisa merubah calon presiden selanjutnya gak bisa
2809,pemerintah kita kebingungan mau ngapain jadi mereka hanya bisa memohon kepada twitter untuk penghapusan akun bjorka padahal langkah terbaiknya itu memperbaiki keamanan cyber indonesia data yang bocor lebih miliyar
2810,sumpah kalau saya disurvei saya akan tidak setuju sudah mahal siang ini mau isi pertalite spbu kosong semua
2811,akun bjorka kena suspend lg wkwkwk katanya tenang itu tak akan lama lagi love you all
2812,bg semoga lu org baik sebagai perantara org kecil yang di injak sma org yg hya mementingkan uang dari pada keadilan bg
2813,gue kira ada penjelasanmya jir ternyata cuma gitu doang bisa jadi ini cuma pengalihan issue bbm sama sambo dah ngapain up masalah yg uda kadaluarsa beberapa hari tapi kebeneran emang harus diungkap nitip jwalan apprem yh
2814,di otak si ruhut cuma ada kata kadrun lagi mabok kadrun biasanya kalau sudah benci jadi cinta benci kadrun jadi cinta kadrunhahahamerdeka cuy lu di sebut kadrun tuh
2815,gausah pamer gambar gtunya pamer kalo dah nemu bjorka nya bung mpret
2816,nggak sih mas kompilasi statement nya soal data security itu cukup bikin kita semua garuk kepala padahal ga punya kutu
2817,bang kejadian gini gak cuma kali saja database dispendukcapil pernah juga diretas kominfo itu garis depan dunia cyber kita kenapa tetap bebal saja dan tidak pernah belajar seharusnya berterimakasih kepada para hacker yang sudah pernah beri peringatan
2818,usai membocorkan datadata penting pejabat tinggi akun twitter bjorka akhirnya hilang akun dengan nama bjorkanism itu di suspend karena dianggap melanggar ketentuan twitter selengkapnya di sini
2819,tapi paling tidak khususnya di indonesia kita ga bakal bener berangkat dari sebenernya sudah ada beberapa lembaga baik dari sektor publik atau privat yang menjalankan bisnis model terkait dengan teknologi identitas digital
2820,selain sudah seharusnya penguatan kamsib mungkin bukan ide yg buruk juga kalau mengubah regulasi baik prosedur atau teknologi yg berkaitan tentang identifikasiotentikasi pengguna layanan yang saat ini masih menggunakan persyaratan dengan atribusi data yg sudah banyak bocor
2821,yg hack itu si jim buat uji coba keamanan pada satekit china itu pun personal bukan bin rendah literasi kamu mas
2822,gak semua woy beberapa data data nya ada disitu gw cek berapa data kaya johnny g plate denny siregar gak ada sama sekali tapi ada di bjorka
2823,ini mah jantung pertahanan ri yang kenamiris geger twitter tni ad diduga kena retas fadli zon ini seperti markas diduduki musuh
2824,netizen bongkar dong prestasi anies geger twitter tni ad diduga kena retas fadli zon ini seperti markas diduduki musuh
2825,lanjut lagi nih geger twitter tni ad diduga kena retas fadli zon ini seperti markas diduduki musuh
2826,mengalir sampai jauh nih pak bjorka geger twitter tni ad diduga kena retas fadli zon ini seperti markas diduduki musuh
2827,herannya dari pihak cyber son bisa deteksi ini keberadaan orang main twitter atau ini bagian dari pengalihan isu
2828,bapak pun dah salah malah ngotot akunnya pak bukan silapkan hadeeh
2829,jangan menebar duri di jalanku bisa jadi mungkin besok kamu yang datang tanpa alas kaki
2830,hacker bjorka teror dan bongkar identitas pejabat negara ini dari presiden hingga menteri tak luput dari aksinya
2831,tolong jangan lagi ada yang meladeni pengacara dukun anggap saja dia setres yuk kita fokus ke white hacker alias hacker baik twitternya sudah hilang
2832,akhirnya kena suspent lari ke telegram untuk update dan enggak butuh lama dia buat akun lagi
2833,anis yang bikin bbm naik gara gara anies anis juga yang bikin bu puan dapet suprise pas diluar pada demo gara gara anies hahaha
2834,dia hacker dek yang nyebarin atau bobol data para petinggi kasusnya munir dan data bin presiden sekarang akunnya kena suspend
2835,loh coba liat akun hacker di tangguhkan itu sdh bukti dia hanya pengalihan isu kawal terus kenaikan bbm dan kasus rambo
2836,hanya orang bodoh yang membodohi orang lain meskipun yang dibodohi memang bodoh
2837,akun ini disuspend twitter bukan karena perintah kominfo tapi karena peraturan twitter dgn jumlah follower yg terlalu cepat naik peraturan twitter note itu akun twitter kadrun yg mencatut nama hacker asli dgn modal data yg sudah ada
2838,cariin donk si harun masiku dah lama sekali nih orang ngilang
2839,data rakyat bocor bodat data sunade bocor ketar ketir wkwk maybe be like
2840,lebih keren data si deni siregar abu janda dan bizerrp yg lain yg tiba mereka muncul hanya memecah belah di jaman jokowi
2841,keanehan bjorka dan kemungkinan plot twist yang terjadi eksistensi bjorka di twitter merupakan kejanggalan tokoh fanatik politik pembela pemerintah juga sepi senyap seakan akan sengaja dikasih panggung jam group telegram off jam malam wib dan aktif
2842,sayangnya gak ada cctv di area itu kesaksian di coffe bean hanya dari org yang satunya mencabut kesaksian dan orgnya sudah meninggal
2843,bcot buzer tolol yg masalah itu gerombolan lu kontol
2844,lah baru tau kmren juga pernah gitu dia blok wkwk tapi besoknya muncul lagi lagian di telegram udh ada data yg gak diblur kok erick thohir puan deny siregar dll muncul
2845,namun itu nampaknya hampil mustahil sihh kalau orang hacker bisa menguasai menghack twitter sepenuhnya kecuali dia organisasi hacker besar yg memiliki ratusan ribuan anggota hacker proffesional dan mereka bekerja sama utk mengambil alih twitter baru itu memungkinkan
2846,nah bener fakta di negeri ini banyak pejabat titipan yang sama sekali ga kompeten di bidangnya padahal sdm rakyat indo banyak yang jago hack dan keamanan siber
2847,hhhhh emang itu siapa sampai anda sebar data pinjol begitu hhhhhhhh sebentar dll ini lama arahnya mengerucut ke petamburan hhhhhh
2848,pakah tidak sekedar mengalihkan isyu seharusnya kalau mau bongkar bongkar beneran telanjangi sekalian utk menguji apakah penguasa msh punya sifat malu ataukah tidak
2849,dia orang indonesia yang pake server luar supaya katanya susah dilacak
2850,wah jangan film sayap sayap patah dananya dari
2851,bangke ayo audit lembaga negara yg piara buzzerp ngehe ngga rela uang pajak yg gw bayar utk hal sampah yang beginian
2852,youtube premium famplan bulan k bulan k indplan bulan k bulan k mix plan bulan k bulan k bulan k akun seller k spay dana gopay ovo qris
2853,sebenarnya relatif tak ada yg baru muchdi pr eks deputi v bin bidang penggalangan sudah divonis bebas pn jaksel des komnas ham sdg bekerja dgn tim adhocnya tugasnya cari bukti baru atau novum utk ungkap kasus tahun silam yg terancam kadaluarsa
2854,benerkan org indo nih bjorka kalau dia org asing yakali ngikutin banget politik indonesia sampe tau siapa aja buzzer rp
2855,kak open jasa lacak akun scammer tiket be the sun ngga kasian temen ku yang kena scam
2856,lanjutkan aksimu bantai orang munafik yang berpura baik kepada rakyat bongkar semuanya permalukan mereka biar rakyat semua tau bahwa betapa kejam pemerintahan ini
2857,udah terlanjur hidup sebagai warga wakanda intinya mah dahlah smoga data kita gaada disalahgunakan sama pihak asingnya toh dgn adanya kasus ini kita jadi tau betapa bobroknya sistem negara wakanda
2858,cb buzerrp yg lain nya makan dr pajak jg x ketahuan kan buzerrp itu anjing nya istana
2859,kalau dia berani dan bisa bongkar semua pejabat di indonesia i will call him superhero
2860,banyak bgt itu no telpnya sialan kau tukang adu domba
2861,kasus sambo jangan sampe tenggelam buat lanjutkan buka buka datanya tapi tetep kasus sambo dan berita bbm naik jangan sampe tenggelam era digital bukan era tv lagi jadi jangan sampe kena pengalihan isu
2862,ora masuk skettt ini buka data sambo saja dan dan data pemilu curang data koruptor indonesia lebih bermanfaat
2863,yo teman ku maaf aku hanya memakai bahasa indonesia karna aku tidak bisa mengetikbicara bahasa inggris namun aku pribadi sangat amat respek kepadamuterimakasih sudah mau melawan dan mempermalukan pemerintahan negaraku yang busuk ini hormat untuk mu
2864,seorang pemuda berinisial mah asal madiun jawa timur diamankan oleh tim cyber mabes polri pada rabu karena diduga terkait dengan peretasan oleh hacker bjorka yang viral saat ini
2865,sebut data yang disebarkan salah mahfud md remehkan hacker bjorka dia itu gak ada apaapanya
2866,beberkan informasi soal bjorka hacker indonesia motifnya bukan politik hacker asal indonesia roy membeberkan sejumlah informasi terkait sosok peretas yang beberapa hari belakangan ini
2867,hacker bjorka harus ditangkap tidak bisa sekadar mengimbau hacker untuk tidak menyerang
2868,sebagai informasi bareskrim polri ternyata telah menetapkan pemuda di madiun bernama muhammad agung hidayatullah mah sebagai salah satu tersangka bagian dari hacker bjorka simak berita selengkapnya di
2869,apa situs dark web yang dibeli hacker bjorka disebut sebagai sisi lain internet dunia maya berbeda iq
2870,nasdem ogah tanggapi serangan hacker bjorka kepada menkominfo partai nasional demokrat nasdem memberikan tanggapannya terkait serangan yang dilakukan oleh hacker bjorka terhadap kadernya
2871,menurut sang ibu ma setelah lulus dari madrasah aliyah negeri madiun tidak pernah keluar kota selain berjualan es thai tea di pinggir jalan selain itu ma juga tidak memiliki komputer gimana tanggapan sobat vdvc soal ini
2872,aksi hacker bjorka terus berlanjut dengan menebar data pejabat dan menantang ingin ditangkap badan siber dan sandi negara bssn pun turut bergerak untuk memburu hacker bjorka
2873,dari kemarinkemarin masih rame terus soal bjorka tapi sebenarnya perbedaan developer dan hacker jelas banget lhooo psssst jangan sampai salah paham dan ngira semua anak it bisa ngehack yaa xixixi
2874,menkominfo akhirnya akui kebocoran data karena hacker bjorka tetapi yang bocor adalah data ini
2875,saatnya memperhatikan apa motif dari yang sebenarnya saya dari dulu hanya senang memperhatikan
2876,semenjak munculkhasus sambo jadi sepi wkwkwk wh r u text inggris mu pun hasil google translet bukan berhenti mengalihkan isu isu yang ada
2877,hacker luar negeri tau soal bang ngomongin pak erick thohir mau nyaprestau anies gak becus urusin banjir di jakarta dan hanya pamer sudirmanthamrinsok tau soal harga bbm subsidi naik what whatan this
2878,bjorka hacker yg baru muncul sudah menggemparkan publik sampai trending berhari di twitter sehingga berita panas lainnya tertutupi apakah bjorka pro rakyat atau sengaja menutupi berita dengan membuat kegaduhan buktikan kalau anda pro rakyat bjorka
2879,data pribadi anies baswedan dibuka hacker bjorka itu data banyak yang salah lewat
2880,kepala sekretariat presiden kasetpres heru budi hartono menyebut data yang bocor terkait surat berlabel rahasia dari badan intelijen negara bin dan sejumlah data pribadi milik pejabat publik termasuk presiden joko widodo adalah hoaks
2881,bjorka di klaim korban politik apa sebodoh itu hacker bongkar identitas
2882,hacker bjorka obokobok data pribadi pejabat indonesia jubir psi masalah utamanya keamanan siber pemerintah yang buruk
2883,tapi betapa boomers ketika jadi pejabat menyerukan jangan menyerang kepada pencuri data negara gimana mau soksokan bikin aplikasi buatan sendiri yang digadanggadang kominfo ngejaga data aja bisa kejadian begini mundur aja udah menterinya
2884,disebut hidup dari uang pajak denny siregar tantang bjorka bongkar data pribadi anies hingga kasus chat mesum hrs
2885,bjorka bocorkan data jangan ikut nyebarin karena bisa kena uu ite
2886,ciriciri dari nama hacker bjorka yang membobol sejumlah data terkait indonesia
2887,hacker bjorka terus menjadi sorotan publik usai membobol data sim card hingga pemilih kpu tak hanya itu hacker bjorka juga meretas data pribadi menteri komunikasi dan informatika johnny g plate
2888,ini adalah era baru untk menunjukkan scara berbeda tdk ada yg brubah jika org bodoh yg brkuasa pemimpin trtinggi dlm teknologi harus ditugaskan kpd org mengertibukan politisi dan bukan dri angkatan bersenjatakrena mereka hanyalah org bodoh katakata
2889,kasus pembobolan dokumen kepresidenan itu gak sesederhana yg terlihat bahwa menkoinfo kebobolan hacker liat dong background politik beberapa waktu belakangan ini seperti kasus sambo yg ternyata tidak seperti yg terlihat
2890,dari info sih karena doi ikut nyebarin dan jadi admin tele bjorkanism bukan pelaku utama intinya
2891,wkwkwk ngapain ngamuk eko kuntet ga ada hubungannya sama aku dia mau jadi mentri apa masuk penjara juga masa bodo yang jelas riziek menjadi pesakitan dan rendah harga dirinya kemakan mubahalahnya sendiri bentar lagi juga ngandang kasus chat mesum
2892,tidak ada manusia yang benar benar menjadi dewasa si anak kecil hanya terperangkap didalam tubuh si besar yang banyak tuntutan banyak tangisan
2893,baru baca mah yg orang madiun ini ditangkap bukan sebagai bjorka namun penyedia akun telegram bjorkanism nah pertanyaannya dia kirim post di tele itu dapat bahan darimana si bjorka hubungi dia lewat apa
2894,drama panas mahfud md vs bjorka kini tertawakan dan tantang si hacker bocor apa kalau kurang minta ke saya
2895,ini baru pemimpin yg patut di contoh tidak seperti hokage yang selalu menghilang di saat masa datang untuk berkunjung
2896,lagi rameramenya berita hacker si bjorka yg retas data penduduk konoha terus lagi di buru juga sama yang katanya tim khusus yang baru di buat oleh bapak konoha yang ketangkep malah kang edit jj sama es krim cuaks
2897,seharusnya kita prihatin akan perjuangan maya bjorka ini unjuk rasa mahasiswa dan elemen masyarakat indonesia lainnya adalah perjuangan nyata didepan mata bjorkanism melakukan di dunia maya untuk kemajuan bangsa indonesia yang sudah jauh dari uud benarkah
2898,dia liat tuh gara ulahmu tukang es ama orang kecil kena imbasnya katanya mau bantu rakyat kecil malah bikin gaduh aja kau njing lu
2899,bokepjepang bokepindo bokepviral bokep barat bokep jepang bokep indo video viral bokep indo link full vidio di bio dan komentar
2900,yah gini deh kalo asal tangkap malah diledekin sama bjorka kok bisa yang ditangkap malah bocah yang nggak ngerti apa jangan besok yang ditangkap tukang ngaritcek berita selengkapnya
2901,temukan cm emina sun protection spf pa sun battle spf pa skin buddy spf pa dengan potongan hanya rp rp dapatkan segera di shopee bjorka ios
2902,dengan adanya penangkapan secara random dan brutal oleh negara ke beberapa orang terduga menunjukkan sebenarnya pemerintah hanya sedang melawak mereka tidak mampu sebenarnya hanya sok mampu agar dibilang hebat tapi aslinya dungu
2903,ada pointn app peli itu sangat rentan utk di utakutik namanya juga app jiplak dari sng ya tentu tidak semua kehandalan app dikasih rakyat sudah nggak percaya apapun omongan pejabat rezim saat ini
2904,bjorka dicirebon tukang edit dimadiun tukang es pemerintah tukang boong tim cyber tukang tangkep
2905,iya sudah lihat apa yang terjadi dengan riziek kalian bilang bahagia bahagia apanya keluar masuk penjara jadi pesakitan di arab itu dia kemakan mubahalah paham
2906,kalo ada yang ditangkap gara gara pake foto atau ehh salah sasaran wajib minta ganti rugi sama yang nangkepnya jangan asal nangkep pak situ digaji juga gak asal asalann
2907,zaman ahok salah menafsirkan ayat pada rame giliran samsu di beberapa podcast salah ayat dan arti pada diam penistaaan agama apa cuma jargon buat lawan politik x y
2908,anak kecil bocah bau kencur bau asem jangan ngurus ginian ade sekolah ajah yang bener kerjain pr dari pak guru
2909,data apaan ky gitu doang drun drun data vaksin reaksinya sampai pada kegirangan jungkir balik kebakaran jenggot pake tagar lambang kegoblokan kadrun lg ah
2910,hahaha ketahuan yang benci bjorka untuk kaum sekolam sesembahannya lag pada ditelanjangi kodok pada meradang
2911,ngeri negara diatur oleh orang yang tak taat aturan dari niat tak bayar pajak bikin perusahaan cangkang berbisnis vcr sampai aturan sendiri vaksin dilanggar bikin aturan sendiri berbisnis sendiri langgar sendiri kacau terima kasih pandora papers dan
2912,di bssn pernah ada jendral polisi bintang trs dinonaktifkan karena bicara konspirasi itu jendral hebat jaringan hackernya dunia ampe skrg jendral itu akpol nganggur nonjob atas perintah istana pdhl masih duatiga tahun lg pensiun bjorka
2913,ada apa belum berapa lama muncul lagi akun langsung di tangguhkan lagi sepertinya ada yang panik
2914,ga malu apa pihak blok akun bjorka lagi dasar kumpulan orang idiotdari sini saya paham bahwasanya negara indonesia sedang tidak baikbaik di pegang pemerintah sekarang
2915,di ban lagi dong wkwkkeminfo panik ya sampek diban lagi baru beberapa jam aktifguna diban untuk apa bakalan muncul lagi dan untuk pelanggaran apa sampai diban apakah siap untuk diserang semua system
2916,hari penuh dilemma hari jumat kemaren adalah hari yang membuat hati merasa senang namun juga sedih pasalnya pada saat itu proposal ku di acc namun terdapat rasa yang meronta ronta ingin pulang ke kampung halaman lanjut part
